"V1","V2","V3","V4","V5","V6","V7","V8"
0,2.7892150377337,2.81629314166121,2.77659399051593,2.87528420241118,2.8410198619634,2.82059278053837,2.82367604018676
0,2.794392946289,2.86443216689312,2.493913552836,2.83716546367831,2.83000553525194,2.81447728614764,2.82355451144456
0,2.40731204991533,2.67165448643617,2.84823706941002,2.84408437916355,2.82725152154913,2.8711795931832,2.81048737055707
0,2.81617118500393,2.83941294334548,2.87477589415128,2.87965355395219,2.85850910449375,2.84145882370245,2.82238752467559
0,2.83227404991689,2.84395769549597,2.83955541082881,2.87416060146113,2.82332225898371,2.81654098084781,2.87392043681298
0,2.83282007874447,2.83828049993238,2.84515574457511,2.83331502360732,2.84169715302152,2.84465745807133,2.84486069315643
0,2.83104701517872,2.83142402409005,2.87371521642051,2.84829227466693,2.85588370072737,2.88229609844861,2.87028704231569
0,2.84619443170471,2.82015815132346,2.8267604227512,2.83822922774378,2.86929576398236,2.80797689220843,2.86215951503811
0,2.83711625692482,2.81414301486777,2.83246436560399,2.81304490911228,2.82354002509212,2.81248315466283,2.81202766341081
0,2.78292577303351,2.74130300222989,2.71219604436518,2.57048626854836,2.88774136057158,2.37113487297679,2.87140971261679
0,4.49560363692742,2.73436929793048,2.79794687849057,3.32958985883158,2.79797159863121,2.81579529955787,2.84572199896038
0,2.8207924320714,2.84379044394747,2.85800840156168,2.58696441324073,2.81690106928182,2.84345633855112,3.6683264293811
0,2.82793374440998,2.70645202775733,2.83244687239735,2.81321044345525,2.99753451483314,2.94338703687507,3.18392065545379
0,2.29225876976864,2.85885739396379,2.86075362723799,2.85804811775435,2.82802052053162,2.84282465441376,2.81339252573791
0,2.8410429427056,2.83798049457313,2.83418614415773,3.63601968272986,4.0306557218905,3.24002561131737,2.84417514917038
0,2.69937021904448,2.37246528787943,2.79766723735661,2.79145666203558,2.84207994523447,2.82618970307588,2.86878538450242
0,2.72568623375263,3.92561222043284,3.31485842188476,2.85157056896696,2.84872757081422,2.82767234600033,2.87180137981009
0,2.57308506039783,2.81792226338309,2.84510706766254,2.85886282281195,2.83174890672813,2.80654066037395,2.83350884442342
0,2.80657161313805,2.83802875394238,2.84017235368761,2.84390715392673,2.85609671806646,2.838850626303,2.84734706312956
0,2.80015146052338,2.84090294354218,2.82496481436282,2.83230451075498,2.80113049911086,2.873687894887,2.82770678482206
0,2.78670859971161,2.89212765383046,2.81783632851568,2.86573611476736,2.82447645330223,2.85689682592654,2.85522257862307
0,2.90996586995363,2.52235126755785,2.83413402108507,2.8259906716506,2.84663253100269,2.83422720098153,2.84662872739796
0,2.79467359285912,2.84378456124723,2.85593808010265,2.82364746979469,2.85104283766667,2.8472470653701,2.85972165599576
0,2.82423880879237,2.81177616958675,2.81028142692429,2.83071689278764,2.8744925392618,2.82474098032714,2.84287719319513
0,2.84105105005753,2.84158572467321,2.82099718394903,2.83028307075325,2.81406909923233,2.8009323339372,2.81692771387698
0,3.95119402451116,2.84473035718704,2.83933230160751,2.85001836384077,2.82722760513046,2.83131173691213,2.80514021464249
0,2.86036492321435,2.82538982756896,2.87490941349292,2.81960553789473,2.82305882141436,2.84898719922864,2.85651285401477
0,2.80753083077325,2.85337520775697,2.8454858363689,2.68049403520459,2.79111730373436,2.81475405607531,2.82676470246151
0,2.45616700402129,2.79927934349089,2.85802419317559,2.80315543456626,2.86166232697181,2.81679233930276,2.81873971451049
0,2.80941845030692,2.79789846360499,2.84597521301138,2.85706368608454,2.84411764747311,2.83561428600326,2.81430863006497
0,2.83309036048925,2.81029681734284,2.81590462006643,2.79630582348815,2.81392728977566,2.85732806220731,2.86120813259282
0,2.79563357518287,2.86653809743301,2.82605079843655,2.83013726128126,2.86945394569799,2.82327563333444,2.82623428085202
0,0,2.82712366986352,2.83192350419839,2.90529708190459,2.85950466679365,2.8167580440776,2.84561215068006
0,0,2.82002817187886,2.84026162289625,2.87237788358373,2.84572408513164,2.83619179353563,2.85244900237502
0,0,2.84720795595795,2.81701365713582,2.83514113619286,2.86271838520312,2.82835201327568,2.82755346866169
0,0,2.81717803163041,2.36416221713535,2.8059942863271,2.84782508756259,2.84654829653583,2.84579509562739
0,0,2.81716706297314,2.8205597681428,2.80425801558816,2.68051779603805,2.84416471621551,2.80969471794964
0,0,3.30237904561605,2.89849651721716,2.84102873483705,2.85252940841332,2.83126739265374,2.85276835773589
0,0,2.71038740362575,2.82580860289037,2.66137473905393,2.83646003924687,2.82664226209863,2.85248280669296
0,0,2.85265382586145,2.87433973945367,2.80272791601896,2.85576662669363,2.84425039981825,2.83099769854767
0,0,2.81343435171027,2.83602079261463,2.86592454807361,2.8098118900485,2.85135453919561,2.83080165644821
0,0,3.42512693800783,2.82335940169921,2.86906363144208,2.82793129742332,2.86807727637759,2.86908017064598
0,0,2.22016978447161,2.82361238489486,2.79917464592644,2.85308508284369,2.85024965899931,2.85506863908523
0,0,2.68343478168992,2.84813305252395,2.85115593166115,2.82226173351595,2.80171908855847,2.79914000834986
0,0,2.80073571495504,2.83620259363834,2.8314234668175,2.85060077556457,2.84552182009585,2.84300291649754
0,0,2.81846549751977,2.82368307916755,2.82163479759444,2.87588349361648,2.83502820982573,2.84299549893438
0,0,2.82952784074456,2.85729537852137,2.86470372732397,2.87066114103903,2.82868559508,2.8343064736762
0,0,2.82208409962129,2.83516124991381,2.80611913804653,2.82300487279838,2.83037662761316,2.84916781999438
0,0,2.83166746483271,2.8477781978847,2.83265348045909,2.84000928905766,2.85942014103795,2.85199453051401
0,0,2.83145590907009,2.82346717444863,2.85192191104168,2.8243981012641,2.855641189536,2.81131471273017
0,0,2.8276781801248,2.84096316974223,2.81213080328502,2.84718205357853,2.8523086108885,2.86412916946017
0,0,2.81538852015764,2.80971618319458,2.8121775724321,2.84199990583226,2.82759784429016,2.8235802487589
0,0,2.83201568523885,2.84555712309797,2.19852053458231,2.83889515090825,2.80511990260289,2.8538311026265
0,0,2.83933591746592,2.76619814073726,2.47864429930123,2.79003298681062,2.85313254305072,2.84628390707266
0,0,2.81625279602143,2.81537445208769,3.85972090494765,2.80064063911319,2.80437105131812,2.83722775447104
0,0,0,2.82476539553052,2.82877348317509,2.84072066993491,2.84414376626911,2.84218397542425
0,0,0,2.72266413895701,3.69463227836212,2.86459924742936,2.85911076109204,2.84378537557548
0,0,0,2.82565780811246,2.81848875630115,2.79998667235249,2.81421427337181,2.81522335930639
0,0,0,2.82064744105916,2.83163943794662,2.84988977803149,2.85059473719938,2.84704529163846
0,0,0,2.84143383040118,2.86888413564688,2.8350132333337,2.85088973707563,2.82300264063452
0,0,0,2.67978995561417,2.49016048302172,2.82045088553082,2.84257934319759,2.80042714751049
0,0,0,2.82509910525502,2.8100058633137,2.82422797612201,2.83374483044723,2.83555841262665
0,0,0,2.78887572603831,2.38839922080924,2.68460430789444,2.44997568541125,2.85156175755109
0,0,0,2.85577658134498,2.86708038634447,2.80250467035096,2.83187574208263,2.81786224518501
0,0,0,2.85450549715576,2.81715493380503,2.8416286156797,2.85599656632879,2.83204359620565
0,0,0,2.82475526343666,2.83955159038291,2.83312995425395,2.86927295250099,2.85835569420178
0,0,0,0,2.827288768353,2.82669445985419,2.84517013336284,2.82113068992065
0,0,0,0,2.80120211484669,2.82294957611435,2.83129833433047,2.88108459670767
0,0,0,0,2.39613485885786,3.20889636465321,2.87169126548207,4.84920956967617
0,0,0,0,2.85205662836337,2.85793152513058,2.826053562883,2.83290032512716
0,0,0,0,2.8196586716218,2.82923210509502,2.83206531976078,2.83209168037991
0,0,0,0,2.83100204144666,2.84694527584351,2.80891795231752,2.84826179011038
0,0,0,0,2.48222851426993,2.83802724468448,2.80776105620259,2.84508840126457
0,0,0,0,0,2.90547230790665,2.83788249235282,2.84183937106959
0,0,0,0,0,2.845140542921,2.84137705667671,2.85188863706751
0,0,0,0,0,2.81539295268978,2.8411185349985,2.83003017350296
0,0,0,0,0,2.81292216938399,2.78352666470924,3.60622376234041
0,0,0,0,0,0,2.54202863557471,2.8888308944834
